Sentence,Manual,GeminiFew
الابتكار التكنولوجي يدعم التنمية المستدامة والابتكار التكنولوجي يرفع مستوى الإنتاجية.,0,0
"ولا تعتكف إلا إذا أمنت الفتنة، أما إذا لم تأمن الفتنة فلا تعتكف.",0,0
يرد على من يقول بأن التوسل كان جائزاً أثناء حياته صلى الله عليه وسلم ولكن بعد وفاته فلا يجوز التوسل.,0,0
فلاديمير لينين,1,1
الحكومة المستقرة تدعم التنمية الاقتصادية والحكومة المستقرة تسهم في تحقيق العدالة الاجتماعية.,0,0
أنا أحب البرتقال وهي التفاح,1,1
الأدب الياباني يشتهر بالرموز والرومانسية والأدب الياباني يمتلك تأثيراً دولياً.,0,0
صدرت تصريحات عن المسؤولين في الحكومة اليمنية وصدرت تصريحات أخرى عن جماعة أنصار الله,0,1
القصص الواقعية تلهم بالتجارب الحقيقية والقصص الواقعية تحمل العبر.,0,0
نستخدم للتسوق عبر الإنترنت البطاقات الائتمانية والحسابات البنكية.,0,0
التحول إلى الطاقة المتجددة يمكن أن يقلل من انبعاثات الكربون ويمكن أن يحد من تغير المناخ.,0,0
مواطنون,1,1
العلاقات العائلية تمتد من الحب والعائلات تتضمن الأباء والأمهات والأطفال.,0,0
التحديات الأخلاقية في استخدام وسائل التواصل تثير الجدل.,0,0
السياسة الخارجية الفعالة تعزز السلام والأمان والسياسة الخارجية الفعالة تحقق الأهداف الوطنية.,0,0
قررت أن أكتب تدوينات عديدة فيها ملخصات كتب قرأتها و تدوينات أخرى عن بعض المناطق التي سافرت إليها,0,1
في الأسواق والمحلات التجارية.,1,1
"وندوة الثقافة العلمية ودورها في التنمية الوطنية، و أخرى عن الأطباء والأدباء والأدب في حياتهم",1,1
الحلويات تشهد إقبالًا كبيرًا والحلويات تزيد من الوزن.,0,0
الأطعمة البحرية تعتبر لذيذة والأطعمة البحرية تشمل الأسماك وتشمل الجمبري.,0,0
رفض زوجي سداد النفقات رغم الوساطة ومحاولتي حل النزاع بيننا وديا قبل الذهاب للمحاكم.,0,0
ندبر الأموال بحكمة بالترشيد والتوفير.,0,0
هل تتخيل نفسك أن تعيش في جزيرة لوحدك و لماذا ؟,1,1
طوكيو هي عاصمة اليابان.,0,0
إذا كان هناك خلايا سرطانية من سيقوم بعلاجي و متى ؟,1,1
نحن ذاهبون للتسوق وهم ذاهبون للمطعم,0,0
"يحق لإحدى الدولتين أن تفرضها على الحقل، ولكن متى ؟",1,1
ما المعلومات التي يمكن حجبها عن عامة الناس ؟ و لماذا يمكن حجبها؟,0,0
"ومندوب عن مديرية الزراعة بالمحافظة، و آخر عن الاتصال السياسي بمديرية التربية والتعليم.",1,1
تناول هذا المقال قيمة القمامة المنزلية وبعض الأفكار لإعادة تدويرها وكذلك تناول هذا المقال أهمية تدوير القمامة للإنسان والبيئة,0,0
جورج واشنطن وتوماس جيفرسون هما الأباء المؤسسين للولايات المتحدة.,0,0
اثنان هو أصغر عدد أولي.,0,0
تجد الأسماك عادةً في الأنهار والبحار.,0,0
حرية التعبير,1,1
بالمشاركة في الأعمال الخيرية.,1,1
لا بد أن نتغير ولكن كيف ؟,1,1
انا انام فوق السرير وهم ينامون بالارض,0,0
"وفي العام الماضي ، افتتحت مصنعا جديدا لتجميع السيارات في تايلاند و آخر في إقليم تشونجينج بوسط الصين.",1,1
كيف يمكن للتكنولوجيا تحسين التعليم وكيف يمكن للتكنولوجيا توسيع الوصول إلى المعرفة؟,0,0
جوزيف ستالين هو الزعيم السوفيتي الذي تولى الحكم بعد وفاة لينين.,0,0
يمكن أن نشجع على القراءة في المكتبات.,0,0
"خضع للكثير من العمليات الجراحية المرتبطة بمشاكل إدمان المخدرات، بينها عملية في القولون استمرت سبع ساعات.",0,0
أنا أقرأ الصحف وهو الكتب,1,1
كيف يمكن للسياحة المستدامة أن تساهم في الحفاظ على الموارد الطبيعية؟,0,0
أنا أكتب الرسائل وهي البريد الإلكتروني,1,1
و ما هو سبب ظهور الأشياء المحرمة و المحظورات و هل تختلف المحظورات من منطقة لأخرى؟ و لماذا تختلف المحظورات من منطقة لأخرى؟,0,0
لا أستطيع أن أكون لطيفة مع من أساء لي حتى وإن حاولت أن أكون لطيفة مع من أساء لي.,0,0
ولكن يكفل عالماً أفضل بالدرجة الأولى. ولكن كيف ؟,1,1
"الفرق هو أن الشخص الأول يتعامل مع مشاكله بذكاءٍ عاطفي، أما الآخر فلا.",1,1
"كثيرا من الأسرار التي لا يعرفها كثيرون عن الحرب العراقية الإيرانية، وكذلك عن حرب الخليج الثانية",1,1
أنا أعمل في البنك وهي تعمل في الشركة,0,0
العدالة الاجتماعية تعزز من التوازن والعدالة الاجتماعية تحقق التنمية المستدامة.,0,0
القمر هو النجم الذي يعطي الضوء ليلاً.,0,0
أنا أكتب في المقهى وهو يكتب في المكتبة,0,0
تم طرح سندات الساموراي فى اليابان بقيمة 500 مليون دولار لمدة 5 سنوات.,0,0
ما يكشف عن غرابة وندرة وضع جايسون وكذلك اختلافه.,1,1
من تتمنى أن يكون الضيف بعدك و لماذا تتمنى أن يكون الضيف بعدك؟,0,0
أعلنت الهيئة الوطنية للانتخابات عن القائمة المبدئية لمرشحى الرئاسة الذين تم قبول أوراقهم.,0,0
"فجمع عينات من تراب القمر، وأخرى من صخوره ومعادنه.",0,1
أنا أسافر إلى بيروت وهم إلى دمشق,1,1
"الموز هو الفاكهة التي يعتبرها البعض ""ملك الفواكه"".",0,0
نيوتون هو من اكتشف الجاذبية.,0,0
ما هي الأحداث التاريخية الرئيسية التي أثرت في تشكيل الثقافة العربية؟,0,0
يمكننا تعزيز التعاون بين البلدان بتبادل الثقافات.,0,0
حقق النجاح المطلوب إذ أن الجرافكس أصبحت أفضل والتحكم أيضا.,1,1
الطهاة في المطاعم يتقنون فنون الطهي والطهاة يبتكرون أصنافًا جديدة.,0,0
كانبرا,1,1
الاستناد إلى التقدم المحرز في الدورات السابقة للجمعية العامة للجمعية العامة وكذلك الاستناد إلى القرارات السابقة,0,0
الكربون هو المكون الرئيسي في الألماس.,0,0
مبينا ان الطفل يستمد عصبيته في الأغلب من أبناء جيله وكذلك الفتاة.,1,1
"أشار رئيس الوزراء الهندي ناريندرا مودي، من جانبه، على موقع ""إكس"" (تويتر سابقاً) إلى أنه تواصل مع وزير السكك الحديد وقدم ""تعازيه لعائلات الضحايا آملا بشفاء عاجل للمصابين"".",0,0
وسائل التواصل الاجتماعي تمتلك دورًا في نشر الوعي حول قضايا اجتماعية وقضايا بيئية.,0,0
